site_id,cdli_provenience_id,accuracy,anc_name,transc_name,ara_name,arm_name,fas_name,geo_name,gre_name,heb_name,rus_name,legacy_name,pleiades_url,osm_url,geonames_url,wik_en,wik_ara,wik_fas,wik_gre,wik_heb,wik_tr,rla_url,wikidata_url,lon_wgs1984,lat_wgs1984
BTB,https://cdli.mpiwg-berlin.mpg.de/proveniences/133,3,Bad-Tibira,Tall al-Madinah,تل المدينة,,,,,,,Bad-Tibira (mod. Tell Medinah),https://pleiades.stoa.org/places/771224406,https://www.openstreetmap.org/node/5282149540,,https://en.wikipedia.org/wiki/Bad-tibira,https://ar.wikipedia.org/wiki/باد_تيبيرا,,,,,,https://wikidata.org/wiki/Q1372270,46.004,31.3832
BTM,https://cdli.mpiwg-berlin.mpg.de/proveniences/709,2,,Basṭām,,,بسطام,,,,,uncertain (mod. Basṭām),https://pleiades.stoa.org/places/874396,https://www.openstreetmap.org/node/1938054509,,https://en.wikipedia.org/wiki/Bastam_Citadel,,https://fa.wikipedia.org/wiki/دژ_بسطام,,,,,https://wikidata.org/wiki/Q605408,44.9473,38.8859
BTU,https://cdli.mpiwg-berlin.mpg.de/proveniences/66,3,,Kebeli,,,,,,,,"uncertain (mod. Babil, Turkey)",https://pleiades.stoa.org/places/708232008,https://www.openstreetmap.org/node/1101637822,,,,,,,,,,42.0279,37.1876
BUK,https://cdli.mpiwg-berlin.mpg.de/proveniences/710,3,,Büklükale,,,,,,,,uncertain (mod. Büklükale),https://pleiades.stoa.org/places/514979123,https://www.openstreetmap.org/way/234575107,,,,,,,,,,33.427,39.5842
BUL,https://cdli.mpiwg-berlin.mpg.de/proveniences/711,2,,Bulutpınar,,,,,,,,uncertain (mod. Bulutpınar),https://pleiades.stoa.org/places/769126532,https://www.openstreetmap.org/node/2283852313,https://www.geonames.org/320410,,,,,,"https://tr.wikipedia.org/wiki/Bulutpınar,_Tutak",,https://wikidata.org/wiki/Q3677603,42.655,39.3397
BUR,https://cdli.mpiwg-berlin.mpg.de/proveniences/365,3,Burmarina,Tall al-Shiyūkh Fūqānī,تل الشيوخ فوقاني,,,,,,,Burmarina (mod. Tell Shiukh Fawqani),https://pleiades.stoa.org/places/193113381,https://www.openstreetmap.org/node/5318001932,https://www.geonames.org/10304605,,,,,,,,,38.0359,36.7875
BVI,https://cdli.mpiwg-berlin.mpg.de/proveniences/240,2,,Bāfīān,بافيان,,,,,,,uncertain (mod. Bavian),https://pleiades.stoa.org/places/874398,https://www.openstreetmap.org/node/4532522439,,https://en.wikipedia.org/wiki/Khinnis_Reliefs,,,,,,,https://wikidata.org/wiki/Q104874183,43.42,36.7615
BYB,https://cdli.mpiwg-berlin.mpg.de/proveniences/47,3,Gubla,Jibaīl,جبيل,,,,,,,Gubla (mod. Byblos),https://pleiades.stoa.org/places/668216,https://www.openstreetmap.org/way/113211719,,https://en.wikipedia.org/wiki/Byblos,https://ar.wikipedia.org/wiki/جبيل,,,,,,https://wikidata.org/wiki/Q173532,35.646,34.1191
BZM,https://cdli.mpiwg-berlin.mpg.de/proveniences/712,2,,Tall Bāz Musiyān,تل باز مسيان,,,,,,,uncertain (mod. Tall Bāz Musiyān),https://pleiades.stoa.org/places/532748467,https://www.openstreetmap.org/node/2488281449,https://www.geonames.org/97731,https://en.wikipedia.org/wiki/Tell_Bazmusian,,,,,,,https://wikidata.org/wiki/Q7697385,44.9243,36.1614
CAV,https://cdli.mpiwg-berlin.mpg.de/proveniences/713,3,Sardurihinili,Çavuştepe,,,,,,,,Sardurihinili (mod. Çavuştepe),https://pleiades.stoa.org/places/825333700,https://www.openstreetmap.org/way/184072597,https://www.geonames.org/6987233,https://en.wikipedia.org/wiki/Çavuştepe,,,,,https://tr.wikipedia.org/wiki/Çavuştepe_Kalesi,,,43.4619,38.3533
CEL,https://cdli.mpiwg-berlin.mpg.de/proveniences/714,2,,Çelebibağı,,,,,,,,uncertain (mod. Çelebibağı),https://pleiades.stoa.org/places/393203595,https://www.openstreetmap.org/node/2292068609,https://www.geonames.org/318923,,,,,,,,,43.3127,38.9839
CGM,https://cdli.mpiwg-berlin.mpg.de/proveniences/137,3,,Chughā Mīsh,,,چغامیش,,,,,uncertain (mod. Chogha Mish),https://pleiades.stoa.org/places/912829,https://www.openstreetmap.org/way/670424271,https://www.geonames.org/138866,https://en.wikipedia.org/wiki/Chogha_Mish,,https://fa.wikipedia.org/wiki/تپه_چغامیش,,,,,https://wikidata.org/wiki/Q5103844,48.5555,32.224
CGV,https://cdli.mpiwg-berlin.mpg.de/proveniences/715,2,Palum,Chughā Gāwānah,,,چقاگاوانه,,,,,,https://pleiades.stoa.org/places/188334599,https://www.openstreetmap.org/way/345763293,,,,https://fa.wikipedia.org/wiki/تپه_چغاگاوانه,,,,,https://wikidata.org/wiki/Q5959624,46.5286,34.1101
CHK,https://cdli.mpiwg-berlin.mpg.de/proveniences/716,3,,Acemhöyük,,,,,,,,uncertain (mod. Acemhöyük),https://pleiades.stoa.org/places/804216207,https://www.openstreetmap.org/way/181040055,,https://en.wikipedia.org/wiki/Acemhöyük,,,,,https://tr.wikipedia.org/wiki/Acemhöyük,,https://wikidata.org/wiki/Q8438175,33.8347,38.4117
CHM,https://cdli.mpiwg-berlin.mpg.de/proveniences/717,3,,Jamjamāl,جمجمال,,,,,,,uncertain (mod. Jamjamāl),https://pleiades.stoa.org/places/955698086,https://www.openstreetmap.org/way/558484809,,,,,,,,,https://wikidata.org/wiki/Q108147515,44.835,35.5367
CHR,https://cdli.mpiwg-berlin.mpg.de/proveniences/718,1,,Irákleio,,,,Ηράκλειο,,,,uncertain (mod. Irákleio),https://pleiades.stoa.org/places/589802,https://www.openstreetmap.org/node/29438069,https://www.geonames.org/261745,https://en.wikipedia.org/wiki/Heracleium,,,,,,,https://wikidata.org/wiki/Q65075667,25.1332,35.3402
CHU,https://cdli.mpiwg-berlin.mpg.de/proveniences/204,3,Ḫarbe,Tall al-Shuwaiyrah,تل الشويرة,,,,,,,Ḫarbe (mod. Tell Chuera),https://pleiades.stoa.org/places/677382294,https://www.openstreetmap.org/node/567060598,,https://en.wikipedia.org/wiki/Tell_Chuera,https://ar.wikipedia.org/wiki/تل_الخويرة,,,,,,https://wikidata.org/wiki/Q1693787,39.4981,36.6469
CKK,https://cdli.mpiwg-berlin.mpg.de/proveniences/65,2,,Kalmākarrah,,,کلماکره,,,,,uncertain (mod. Cave Kalm-karra),https://pleiades.stoa.org/places/764638887,,,,,,,,,,,47.601,33.1998
COZ,https://cdli.mpiwg-berlin.mpg.de/proveniences/109,3,Dur-Untaš,Chughā Zanbīl,,,چغازنبیل,,,,,Dur-Untaš (mod. Chogha Zanbil),https://pleiades.stoa.org/places/459393126,https://www.openstreetmap.org/way/378521367,https://www.geonames.org/139000,https://en.wikipedia.org/wiki/Chogha_Zanbil,,https://fa.wikipedia.org/wiki/چغازنبیل,,,,,https://wikidata.org/wiki/Q4523,48.5229,32.0078
CPA,https://cdli.mpiwg-berlin.mpg.de/proveniences/653,2,,Chanār-i Pāyn,,,چنار پايين,,,,,uncertain (mod. Chenar-e Pain),https://pleiades.stoa.org/places/503453020,,,,,,,,,,,47.6047,33.5067
CPE,https://cdli.mpiwg-berlin.mpg.de/proveniences/719,3,,Chughā Pahn,,,چغاپهن,,,,,uncertain (mod. Chughā Pahn East),https://pleiades.stoa.org/places/499411945,,,,,,,,,,,48.6133,32.2291
CPU,https://cdli.mpiwg-berlin.mpg.de/proveniences/655,2,,Chiyāpuykah,,,چياپويكه,,,,,uncertain (mod. Chia Puikeh),https://pleiades.stoa.org/places/872872447,,,,,,,,,,,47.618,33.4981
CPW,https://cdli.mpiwg-berlin.mpg.de/proveniences/720,2,,Chughā Pahn,,,چغاپهن,,,,,uncertain (mod. Chughā Pahn West),https://pleiades.stoa.org/places/447650480,,,,,,,,,,,48.4862,32.1851
CSA,https://cdli.mpiwg-berlin.mpg.de/proveniences/721,3,,Chughā Sabz,,,چغا سبز,,,,,uncertain (mod. Chughā Sabz),https://pleiades.stoa.org/places/198812460,,,,,,,,,,,47.3953,33.3179
DAB,https://cdli.mpiwg-berlin.mpg.de/proveniences/722,3,,Tall al-Ḍabʻa,تل الضبعة,,,,,,,uncertain (mod. Tall al-Ḍabʻa),https://pleiades.stoa.org/places/727080,,,https://en.wikipedia.org/wiki/Tell_El-Dab%27a,https://ar.wikipedia.org/wiki/أفاريس,,,,,,https://wikidata.org/wiki/Q3517370,31.8233,30.7867
DAM,https://cdli.mpiwg-berlin.mpg.de/proveniences/723,3,Adama,Tall Dāmiyā,تل داميا,,,,,,,Adama (mod. Tall Dāmiyā),https://pleiades.stoa.org/places/198812461,,https://www.geonames.org/249738,,,,,,,,,35.5469,32.1038
DAS,https://cdli.mpiwg-berlin.mpg.de/proveniences/724,3,Daskyleion,Hisartepe,,,,,,,,Daskyleion (mod. Hisartepe),https://pleiades.stoa.org/places/511225,https://www.openstreetmap.org/way/234159207,,,,,,,https://tr.wikipedia.org/wiki/Daskileion,,,28.0507,40.1326
DEF,https://cdli.mpiwg-berlin.mpg.de/proveniences/725,3,,Kūm Dafnah,كوم دفنة,,,,,,,uncertain (mod. Kūm Dafnah),https://pleiades.stoa.org/places/727103,,https://www.geonames.org/358515,https://en.wikipedia.org/wiki/Tahpanhes,https://ar.wikipedia.org/wiki/تل_دفنه,,,,,,https://wikidata.org/wiki/Q1810451,32.1774,30.8579
DEG,https://cdli.mpiwg-berlin.mpg.de/proveniences/726,2,,Değirmenköy,,,,,,,,uncertain (mod. Değirmenköy),https://pleiades.stoa.org/places/917322799,https://www.openstreetmap.org/node/1482093753,https://www.geonames.org/317435,,,,,,,,,43.5152,38.5131
DEP,https://cdli.mpiwg-berlin.mpg.de/proveniences/220,3,Dura-Europos,Dūrā Awrubūs,دورا أوربوس,,,,,,,uncertain (mod. Dura-Europus),https://pleiades.stoa.org/places/893990,https://www.openstreetmap.org/way/23197438,https://www.geonames.org/172481,https://en.wikipedia.org/wiki/Dura-Europos,https://ar.wikipedia.org/wiki/دورا_أوربوس,,,,,,https://wikidata.org/wiki/Q464266,40.7298,34.7479
DER,https://cdli.mpiwg-berlin.mpg.de/proveniences/178,3,Der,Tall ‘Aqār,تل عقار,,,,,,,Der (mod. Tell Aqar),https://pleiades.stoa.org/places/903013,https://www.openstreetmap.org/node/7321216985,,https://en.wikipedia.org/wiki/Der_%28Sumer%29,https://ar.wikipedia.org/wiki/دير_(سومر),,,,,,https://wikidata.org/wiki/Q262432,45.9316,33.1238
DEY,https://cdli.mpiwg-berlin.mpg.de/proveniences/727,3,,Tapah Daylam,,,تپه دیلم,,,,,uncertain (mod. Tapah Daylam),https://pleiades.stoa.org/places/369438235,,,,,,,,,,,48.4262,32.1672
DGK,https://cdli.mpiwg-berlin.mpg.de/proveniences/728,3,,Dugirdkhan,,,,,,,,uncertain (mod. Dugirdkhan),https://pleiades.stoa.org/places/369438236,,,,,,,,,,,44.8475,36.1549
DIB,https://cdli.mpiwg-berlin.mpg.de/proveniences/729,1,,Dibba,دب,,,,,,,uncertain (mod. Dibba),https://pleiades.stoa.org/places/369438237,https://www.openstreetmap.org/node/2892004608,https://www.geonames.org/288760,,,,,,,,,56.2639,25.6317
DIL,https://cdli.mpiwg-berlin.mpg.de/proveniences/376,1,Dilmun,‘Ālī,عالي,,,,,,,Dilmun (mod. A'ali Bahrain),https://pleiades.stoa.org/places/574183541,https://www.openstreetmap.org/way/199987518,,,,,,,,,,50.5256,26.1517
DKA,https://cdli.mpiwg-berlin.mpg.de/proveniences/135,3,Dur-Katlimmu,Tall al-Shaiykh Hamad,تل الشيخ حمد,,,,,,,Dur-Katlimmu (mod. Tall Shekh Hamad),https://pleiades.stoa.org/places/893991,https://www.openstreetmap.org/way/226862712,https://www.geonames.org/164335,https://en.wikipedia.org/wiki/Tell_Sheikh_Hamad,https://ar.wikipedia.org/wiki/دور_كاتليمو,,,,,,https://wikidata.org/wiki/Q487614,40.7436,35.6463
DLB,https://cdli.mpiwg-berlin.mpg.de/proveniences/253,3,Dilbat,Tall al-Dilaiym,تل الدليم,,,,,,,,https://pleiades.stoa.org/places/893987,https://www.openstreetmap.org/node/3377363694,,https://en.wikipedia.org/wiki/Dilbat,https://ar.wikipedia.org/wiki/دلبات,,,,,,https://wikidata.org/wiki/Q1193666,44.4668,32.2961
DLH,https://cdli.mpiwg-berlin.mpg.de/proveniences/730,3,Tummal,Ishān Dulaiyhim,إيشان دليهم,,,,,,,,https://pleiades.stoa.org/places/531025067,https://www.openstreetmap.org/node/2482344904,https://www.geonames.org/6731733,,,,,,,,https://wikidata.org/wiki/Q26846061,45.4108,31.9985
DLM,https://cdli.mpiwg-berlin.mpg.de/proveniences/377,3,Dilmun,Qalʻat al-Baḥraīn,قلعة البحرين,,,,,,,Dilmun (mod. Qal'at al-Bahrain),https://pleiades.stoa.org/places/932478,https://www.openstreetmap.org/way/116780188,https://www.geonames.org/6942066,https://en.wikipedia.org/wiki/Qal%27at_al-Bahrain,https://ar.wikipedia.org/wiki/قلعة_البحرين,,,,,,https://wikidata.org/wiki/Q740104,50.5209,26.2328
DMU,https://cdli.mpiwg-berlin.mpg.de/proveniences/731,3,Admannu,Tall ‘Ali,تل علي,,,,,,,Admannu (mod. Tall ‘Ali),https://pleiades.stoa.org/places/532748466,https://www.openstreetmap.org/node/2482641455,https://www.geonames.org/6770327,,,,,,,,https://wikidata.org/wiki/Q26848818,43.682,35.3819
DNO,https://cdli.mpiwg-berlin.mpg.de/proveniences/206,3,,Dah-i Nū,,,دە نو,,,,,uncertain (mod. Deh-e No),https://pleiades.stoa.org/places/127620793,https://www.openstreetmap.org/node/4609597990,,,,,,,,,,48.5684,32.0686
DOH,https://cdli.mpiwg-berlin.mpg.de/proveniences/164,1,,Dāhuk,دهوك‎,,,,,,,uncertain (mod. Dohuk),https://pleiades.stoa.org/places/955792756,https://www.openstreetmap.org/node/5372867104,,,,,,,,,,42.9205,36.8623
DON,https://cdli.mpiwg-berlin.mpg.de/proveniences/732,1,,Donatım,,,,,,,,uncertain (mod. Donatım),https://pleiades.stoa.org/places/687656572,,,,,,,,,,,41.5317,38.7187
DQD,https://cdli.mpiwg-berlin.mpg.de/proveniences/153,3,,Diqdiqqah,دقدقة,,,,,,,uncertain (mod. Diqdiqqah),https://pleiades.stoa.org/places/138636347,,,,,,,,,,,46.1186,30.9745
DRE,https://cdli.mpiwg-berlin.mpg.de/proveniences/160,3,Puzriš-Dagan,Tall Dariyhim,تل دريهم,,,,,,,Puzriš-Dagan (mod. Drehem),https://pleiades.stoa.org/places/359215729,https://www.openstreetmap.org/way/906657420,https://www.geonames.org/6739300,,,,,,,http://publikationen.badw.de/de/rla/index#9788,,45.2922,32.0591
DUB,https://cdli.mpiwg-berlin.mpg.de/proveniences/733,1,,Abū Dhuba‘,أبو ضبع,,,,,,,uncertain (mod. Abū Dhuba‘),https://pleiades.stoa.org/places/50762146,,,,,,,,,,,45.6225,31.6772
DUZ,https://cdli.mpiwg-berlin.mpg.de/proveniences/734,2,,Düzceli,,,,,,,,uncertain (mod. Düzceli),https://pleiades.stoa.org/places/218609092,https://www.openstreetmap.org/node/1458792949,https://www.geonames.org/316045,,,,,,,,,42.7279,39.1747
DVB,https://cdli.mpiwg-berlin.mpg.de/proveniences/735,2,Argištihinili,Davti-Blur,,,,,,,,Argištihinili (mod. Davti-Blur),https://pleiades.stoa.org/places/85366721,,,,,,,,,,,44.0026,40.0791
DWL,https://cdli.mpiwg-berlin.mpg.de/proveniences/277,2,,Al-Dawālī,الدوالي,,,,,,,uncertain (mod. Dawali),https://pleiades.stoa.org/places/945906723,https://www.openstreetmap.org/node/5370989129,,,,,,,,,,41.9912,34.4535
EBA,https://cdli.mpiwg-berlin.mpg.de/proveniences/79,3,Ebla,Tall Mardīkh,تل مرديخ,,,,,,,,https://pleiades.stoa.org/places/869702586,https://www.openstreetmap.org/way/226878627,https://www.geonames.org/167248,https://en.wikipedia.org/wiki/Ebla,https://ar.wikipedia.org/wiki/إبلا,,,,,,https://wikidata.org/wiki/Q5743,36.7983,35.799
EDF,https://cdli.mpiwg-berlin.mpg.de/proveniences/736,2,,Idfū,إدفو‎,,,,,,,uncertain (mod. Idfū),https://pleiades.stoa.org/places/785974,https://www.openstreetmap.org/node/768078792,https://www.geonames.org/355635,https://en.wikipedia.org/wiki/Edfu,https://ar.wikipedia.org/wiki/إدفو,,,,,,,32.8728,24.9782
EDR,https://cdli.mpiwg-berlin.mpg.de/proveniences/737,2,,Edremit,,,,,,,,uncertain (mod. Edremit),https://pleiades.stoa.org/places/874362,https://www.openstreetmap.org/node/206258054,https://www.geonames.org/301529,,,,,,,,,43.2411,38.4182
EHA,https://cdli.mpiwg-berlin.mpg.de/proveniences/738,1,,Eskiharran,,,,,,,,uncertain (mod. Eskiharran),https://pleiades.stoa.org/places/106515914,https://www.openstreetmap.org/node/2311371270,https://www.geonames.org/315256,,,,,,,,,39.059,36.9336
EKA,https://cdli.mpiwg-berlin.mpg.de/proveniences/214,3,Ekalte,Tall Munbāqah,تل منباقه,,,,,,,Ekalte (mod. Tell Munbaqa),https://pleiades.stoa.org/places/703315102,https://www.openstreetmap.org/node/6099565285,,https://en.wikipedia.org/wiki/Mumbaqat,,,,,,http://publikationen.badw.de/de/rla/index#7987,https://wikidata.org/wiki/Q1952563,38.1298,36.2182
EKY,https://cdli.mpiwg-berlin.mpg.de/proveniences/739,3,,Eskiyapar,,,,,,,,uncertain (mod. Eskiyapar),https://pleiades.stoa.org/places/106515915,https://www.openstreetmap.org/way/171691587,https://www.geonames.org/747252,,,,,,https://tr.wikipedia.org/wiki/Eskiyapar_Höyüğü,,https://wikidata.org/wiki/Q6100895,34.773,40.1581
ELA,https://cdli.mpiwg-berlin.mpg.de/proveniences/740,1,,Elar,,Էլար,,,,,,uncertain (mod. Elar),https://pleiades.stoa.org/places/106515916,,,,,,,,,,,44.6168,40.2681
ELM,https://cdli.mpiwg-berlin.mpg.de/proveniences/741,2,,Elmalık,,,,,,,,uncertain (mod. Elmalık),https://pleiades.stoa.org/places/464766952,https://www.openstreetmap.org/node/2811547226,https://www.geonames.org/315691,,,,,,,,,43.3098,38.4119
EMR,https://cdli.mpiwg-berlin.mpg.de/proveniences/143,3,Emar,Tall Maskanah,تل مسكنة,,,,,,,Emar (mod. Tell Meskene),https://pleiades.stoa.org/places/279984092,https://www.openstreetmap.org/way/226877980,,https://en.wikipedia.org/wiki/Emar,https://ar.wikipedia.org/wiki/إيمار,,,,,,https://wikidata.org/wiki/Q1196243,38.1126,35.9876
ERD,https://cdli.mpiwg-berlin.mpg.de/proveniences/742,1,KURQilbani,Erek Daǧ,,,,,,,,KURQilbani (mod. Erek Daǧ),https://pleiades.stoa.org/places/356811079,,,,,,,,,,,43.5556,38.4813
ERI,https://cdli.mpiwg-berlin.mpg.de/proveniences/59,3,Eridu,Abū Shahraīn,أبو شهرين,,,,,,,Eridu (mod. Abu Shahrain),https://pleiades.stoa.org/places/912845,https://www.openstreetmap.org/way/694065002,https://www.geonames.org/96834,https://en.wikipedia.org/wiki/Eridu,https://ar.wikipedia.org/wiki/إريدو,,,,,,https://wikidata.org/wiki/Q210065,45.9962,30.8169
ERN,https://cdli.mpiwg-berlin.mpg.de/proveniences/743,2,,Ererin,,,,,,,,uncertain (mod. Ererin),https://pleiades.stoa.org/places/202079427,https://www.openstreetmap.org/node/1460266002,https://www.geonames.org/317744,,,,,,,,,43.2462,38.7579
ERZ,https://cdli.mpiwg-berlin.mpg.de/proveniences/744,1,,Erzen,,,,,,,,uncertain (mod. Erzen),https://pleiades.stoa.org/places/106515917,https://www.openstreetmap.org/node/9860962306,,https://en.wikipedia.org/wiki/Arzen,,,,,,,https://wikidata.org/wiki/Q2866118,41.3849,37.978
ESH,https://cdli.mpiwg-berlin.mpg.de/proveniences/91,3,Ešnuna,Tall ʼAsmar,تا أسمر,,,,,,,Ešnunna (mod. Tell Asmar),https://pleiades.stoa.org/places/90720956,https://www.openstreetmap.org/way/307249233,https://www.geonames.org/12084455,https://en.wikipedia.org/wiki/Eshnunna,https://ar.wikipedia.org/wiki/إشنونة,,,,,,https://wikidata.org/wiki/Q375685,44.7276,33.4837
ESK,https://cdli.mpiwg-berlin.mpg.de/proveniences/745,2,,Ishkaft Salmān,,,اشکفت سلمان,,,,,uncertain (mod. Ishkaft Salmān),https://pleiades.stoa.org/places/464734507,https://www.openstreetmap.org/node/4834356526,https://www.geonames.org/7549570,,,,,,,,,49.8476,31.8165
FAK,https://cdli.mpiwg-berlin.mpg.de/proveniences/746,2,,Tall al-Fakhār,تل الفخار,,,,,,,uncertain (mod. Tall al-Fakhār),https://pleiades.stoa.org/places/574198886,https://www.openstreetmap.org/way/493256132,,https://en.wikipedia.org/wiki/Tell_al-Fakhar,https://ar.wikipedia.org/wiki/تل_الفخار_(العراق),,,,,,https://wikidata.org/wiki/Q2740784,43.9799,35.3808
FAQ,https://cdli.mpiwg-berlin.mpg.de/proveniences/747,2,,Fāqūs,فاقوس,,,,,,,uncertain (mod. Fāqūs),https://pleiades.stoa.org/places/727194,https://www.openstreetmap.org/node/768593719,https://www.geonames.org/356989,https://en.wikipedia.org/wiki/Faqous,https://ar.wikipedia.org/wiki/فاقوس,,,,,,https://wikidata.org/wiki/Q951439,31.7964,30.7276
FDW,https://cdli.mpiwg-berlin.mpg.de/proveniences/115,3,,Abū Fanduwā,,,ابو فندوا,,,,,uncertain (mod. Abu Fandowa),https://pleiades.stoa.org/places/235529944,,,,,,,,,,,48.3164,32.0941
FKR,https://cdli.mpiwg-berlin.mpg.de/proveniences/32,3,,Tall al-Fakhīriyah,تل الفخيرية,,,,,,,uncertain (mod. Tell Fakhariyah),https://pleiades.stoa.org/places/572048102,https://www.openstreetmap.org/node/4033376056,,https://en.wikipedia.org/wiki/Tell_Fekheriye,https://ar.wikipedia.org/wiki/تل_الفخيرية,,,,,,https://wikidata.org/wiki/Q1149666,40.0707,36.8424
FLO,https://cdli.mpiwg-berlin.mpg.de/proveniences/748,1,,Falerii,,,,,,,,uncertain (mod. Falerii),https://pleiades.stoa.org/places/413126,,,,,,,,,,,12.4217,42.2988
FRA,https://cdli.mpiwg-berlin.mpg.de/proveniences/749,1,,Tall Fray,,,,,,,,uncertain (mod. Tall Fray),https://pleiades.stoa.org/places/687315572,,,https://en.wikipedia.org/wiki/Tell_Fray,,,,,,,https://wikidata.org/wiki/Q7697397,38.3835,35.9029
FRU,https://cdli.mpiwg-berlin.mpg.de/proveniences/129,3,,Tapah Farukhābād,,,تپه فرخآباد,,,,,uncertain (mod. Tepe Farukhabad),https://pleiades.stoa.org/places/625383494,,,,,,,,,,,47.2246,32.5873
FSN,https://cdli.mpiwg-berlin.mpg.de/proveniences/750,1,,Tall Fisnah,تل فسنة,,,,,,,uncertain (mod. Tall Fisnah),https://pleiades.stoa.org/places/531323022,,,,,,,,,,,42.8899,36.7079
GAR,https://cdli.mpiwg-berlin.mpg.de/proveniences/751,2,,Garni,,Գառնիի,,,,,,uncertain (mod. Garni),https://pleiades.stoa.org/places/976360689,https://www.openstreetmap.org/way/215286758,https://www.geonames.org/11336259,https://en.wikipedia.org/wiki/Temple_of_Garni,,,,,,,https://wikidata.org/wiki/Q684072,44.7299,40.1124
GAV,https://cdli.mpiwg-berlin.mpg.de/proveniences/752,1,DHaldiei URU,Gavaṛ,,Գավառ,,,,,,DHaldiei URU (mod. Gavaṛ),https://pleiades.stoa.org/places/863819,,,https://en.wikipedia.org/wiki/Gavar,,,,,,,,45.1383,40.3547
GCN,https://cdli.mpiwg-berlin.mpg.de/proveniences/150,3,,Giricano,,,,,,,,uncertain (mod. Giricano),https://pleiades.stoa.org/places/293088342,https://www.openstreetmap.org/way/94498834,,,,,,,https://tr.wikipedia.org/wiki/Giricano_Höyüğü,,https://wikidata.org/wiki/Q6093972,40.7499,37.8169
GDR,https://cdli.mpiwg-berlin.mpg.de/proveniences/295,1,,Tall Ghaḍaiyrīfah,تل غضيريفه,,,,,,,uncertain (mod. Tell Ghdairife),https://pleiades.stoa.org/places/830124755,,,,,,,,,,,44.2649,34.1818
GHA,https://cdli.mpiwg-berlin.mpg.de/proveniences/753,3,,Tall al-Gharrān,تل الغران,,,,,,,uncertain (mod. Tall al-Gharrān),https://pleiades.stoa.org/places/699734505,,,,,,,,,,,44.4083,32.6244
GIG,https://cdli.mpiwg-berlin.mpg.de/proveniences/754,3,,Gird-i Gulak,,,,,,,,,https://pleiades.stoa.org/places/799957785,https://www.openstreetmap.org/node/2488281198,https://www.geonames.org/96450,,,,,,,,,44.8888,36.1937
GIR,https://cdli.mpiwg-berlin.mpg.de/proveniences/88,3,Girsu,Tall Tīlūh,تا تيلوه,,,,,,,Girsu (mod. Tello),https://pleiades.stoa.org/places/912855,https://www.openstreetmap.org/way/307334507,https://www.geonames.org/93976,https://en.wikipedia.org/wiki/Girsu,https://ar.wikipedia.org/wiki/جيرسو,,,,,http://publikationen.badw.de/de/rla/index#4629,https://wikidata.org/wiki/Q853946,46.1776,31.5591
GJN,https://cdli.mpiwg-berlin.mpg.de/proveniences/420,2,,Ganjnāmah,,,گنجنامه,,,,,uncertain (mod. Mount Elvend),https://pleiades.stoa.org/places/903032,https://www.openstreetmap.org/node/3792880166,https://www.geonames.org/134125,https://en.wikipedia.org/wiki/Ganjnameh,,https://fa.wikipedia.org/wiki/گنج%E2%80%8Cنامه,,,,,https://wikidata.org/wiki/Q426225,48.4373,34.7622
GLA,https://cdli.mpiwg-berlin.mpg.de/proveniences/173,2,,Glay‘a,,,,,,,,uncertain (mod. Glai'a),https://pleiades.stoa.org/places/223856812,,,,,,,,,,,42.1921,34.2909
GNT,https://cdli.mpiwg-berlin.mpg.de/proveniences/755,3,,Goňur depe,,,,,,,,uncertain (mod. Goňur depe),https://pleiades.stoa.org/places/391537222,https://www.openstreetmap.org/way/301330523,,https://en.wikipedia.org/wiki/Gonur_Depe,,,,,,,https://wikidata.org/wiki/Q3110595,62.0377,38.2129
GNZ,https://cdli.mpiwg-berlin.mpg.de/proveniences/756,3,,Girnavaz,,,,,,,,uncertain (mod. Girnavaz),https://pleiades.stoa.org/places/539776278,https://www.openstreetmap.org/node/5318180355,,,,,,,https://tr.wikipedia.org/wiki/Girnavaz_Höyüğü,,,41.2304,37.1049
GOT,https://cdli.mpiwg-berlin.mpg.de/proveniences/97,3,,Gūdīn Tapah,,,گودین‌تپه,,,,,uncertain (mod. Godin Tepe),https://pleiades.stoa.org/places/903035,https://www.openstreetmap.org/way/345763294,,https://en.wikipedia.org/wiki/Godin_Tepe,,,,,,,https://wikidata.org/wiki/Q774339,48.0685,34.5183
GOV,https://cdli.mpiwg-berlin.mpg.de/proveniences/757,2,,Gövelek,,,,,,,,uncertain (mod. Gövelek),https://pleiades.stoa.org/places/555685926,https://www.openstreetmap.org/node/555685926,https://www.geonames.org/313908,,,,,,,,,43.622,38.5323
GOZ,https://cdli.mpiwg-berlin.mpg.de/proveniences/758,3,Tarsus,Gözlükule,,,,,,,,Tarsus (mod. Gözlükule),https://pleiades.stoa.org/places/648789,https://www.openstreetmap.org/way/279725033,,https://en.wikipedia.org/wiki/Gözlükule,,,,,https://tr.wikipedia.org/wiki/Gözlükule,,https://wikidata.org/wiki/Q5626760,34.8956,36.9123
GRD,https://cdli.mpiwg-berlin.mpg.de/proveniences/759,3,,Gird-i Rustam,,,,,,,,uncertain (mod. Gird-i Rustam),https://pleiades.stoa.org/places/934295045,,,,,,,,,,,45.9157,35.7528
